Pokemon_1,Pokemon_2,Winner
Seismitoad,Hoppip,Seismitoad
Golduck,Venonat,Golduck
KyuremBlack Kyurem,Pineco,KyuremBlack Kyurem
Swalot,GalladeMega Gallade,GalladeMega Gallade
Virizion,Zangoose,Virizion
Wynaut,Simisage,Simisage
Ivysaur,Simisear,Simisear
Bellsprout,Cacnea,Cacnea
Helioptile,Gible,Gible
Larvesta,HoundoomMega Houndoom,HoundoomMega Houndoom
Hoppip,Goodra,Goodra
Krookodile,Aggron,Krookodile
Shelgon,Paras,Shelgon
Karrablast,KeldeoResolute Forme,KeldeoResolute Forme
MewtwoMega Mewtwo Y,Tyranitar,MewtwoMega Mewtwo Y
Tauros,Phanpy,Tauros
Absol,Slowpoke,Absol
Groudon,Granbull,Groudon
Ralts,Sandslash,Sandslash
Treecko,Mightyena,Mightyena
Tepig,Luxray,Luxray
AmpharosMega Ampharos,Chandelure,Chandelure
Shinx,Bisharp,Bisharp
Genesect,Mesprit,Genesect
Charmeleon,Unown,Charmeleon
Whimsicott,Tyrunt,Whimsicott
LandorusIncarnate Forme,Watchog,LandorusIncarnate Forme
Cacturne,Accelgor,Accelgor
KangaskhanMega Kangaskhan,Clawitzer,KangaskhanMega Kangaskhan
Delibird,Spiritomb,Spiritomb
Totodile,Mr. Mime,Mr. Mime
Chinchou,Venipede,Venipede
Manectric,Porygon2,Porygon2
Gothitelle,Duosion,Gothitelle
Vespiquen,Serperior,Serperior
Phanpy,Tranquill,Tranquill
Infernape,Ferroseed,Infernape
Finneon,AbomasnowMega Abomasnow,AbomasnowMega Abomasnow
Poliwhirl,Chesnaught,Chesnaught
Croagunk,Golurk,Golurk
Togepi,BeedrillMega Beedrill,BeedrillMega Beedrill
Froakie,Bonsly,Froakie
Talonflame,Azelf,Azelf
Simisear,Psyduck,Simisear
Meditite,Relicanth,Relicanth
Teddiursa,Cottonee,Cottonee
Reshiram,Inkay,Reshiram
RotomMow Rotom,Mienshao,Mienshao
Croagunk,Butterfree,Butterfree
SalamenceMega Salamence,ManectricMega Manectric,ManectricMega Manectric
Luvdisc,Metang,Luvdisc
Golett,Walrein,Walrein
Purugly,RotomMow Rotom,RotomMow Rotom
Duskull,Litwick,Litwick
LopunnyMega Lopunny,Rotom,LopunnyMega Lopunny
Gliscor,Murkrow,Murkrow
Glaceon,Lumineon,Lumineon
Ampharos,Murkrow,Murkrow
Koffing,Scizor,Scizor
Mewtwo,Jigglypuff,Mewtwo
Dragonair,Jirachi,Jirachi
Klang,Cottonee,Klang
Tyrantrum,Vibrava,Tyrantrum
Spinda,Leavanny,Leavanny
Grovyle,Graveler,Graveler
Slowpoke,Fraxure,Fraxure
Tranquill,Dragalge,Dragalge
Zubat,RotomMow Rotom,RotomMow Rotom
Clefairy,Goomy,Goomy
Fennekin,Zubat,Fennekin
Swadloon,Goodra,Goodra
Hoothoot,Haunter,Haunter
Machop,Scizor,Scizor
Nidoking,Vullaby,Nidoking
Diglett,Snivy,Snivy
AggronMega Aggron,Spiritomb,Spiritomb
Loudred,Honchkrow,Honchkrow
Vibrava,Wailmer,Wailmer
Gastrodon,Darumaka,Gastrodon
Donphan,CharizardMega Charizard X,CharizardMega Charizard X
Seismitoad,Mamoswine,Mamoswine
Celebi,Machoke,Celebi
Golduck,Snorlax,Golduck
Gligar,Poliwrath,Poliwrath
Purugly,Boldore,Boldore
Spinarak,Spheal,Spheal
Emolga,Kabuto,Emolga
AbsolMega Absol,Munchlax,AbsolMega Absol
Omastar,Gothorita,Gothorita
Galvantula,Bisharp,Galvantula
Bronzor,Glalie,Glalie
Whimsicott,Ledyba,Whimsicott
Cryogonal,Clamperl,Cryogonal
Slowbro,Shiftry,Shiftry
Elekid,AltariaMega Altaria,AltariaMega Altaria
Tympole,DiancieMega Diancie,DiancieMega Diancie
Ditto,Arbok,Arbok
Poliwhirl,Qwilfish,Qwilfish
ManectricMega Manectric,GourgeistSmall Size,ManectricMega Manectric
Breloom,Joltik,Breloom
Kingdra,Abomasnow,Abomasnow
Solrock,Volcanion,Volcanion
KyuremBlack Kyurem,Swellow,KyuremBlack Kyurem
ScizorMega Scizor,GardevoirMega Gardevoir,GardevoirMega Gardevoir
Xatu,Shinx,Xatu
Minccino,PumpkabooLarge Size,PumpkabooLarge Size
Weedle,MedichamMega Medicham,MedichamMega Medicham
KyuremBlack Kyurem,Baltoy,KyuremBlack Kyurem
RayquazaMega Rayquaza,Abra,RayquazaMega Rayquaza
Lopunny,Bouffalant,Bouffalant
Scrafty,Porygon-Z,Porygon-Z
Gliscor,Emolga,Emolga
Dragonite,Snorlax,Snorlax
Shieldon,GalladeMega Gallade,GalladeMega Gallade
Trubbish,Claydol,Claydol
Litwick,Gothita,Gothita
Slaking,Ninetales,Slaking
Armaldo,Whiscash,Whiscash
Luvdisc,Drifloon,Drifloon
Carvanha,Darkrai,Darkrai
Aggron,Delcatty,Aggron
Shelgon,Arcanine,Arcanine
Hitmonchan,GourgeistLarge Size,GourgeistLarge Size
Cacturne,Metang,Metang
Regigigas,Aggron,Aggron
Excadrill,Pichu,Excadrill
Golurk,HoopaHoopa Confined,HoopaHoopa Confined
Vanillite,Whirlipede,Whirlipede
Butterfree,Growlithe,Butterfree
Gloom,Smeargle,Gloom
Skuntank,Cryogonal,Cryogonal
Darkrai,Psyduck,Darkrai
Tirtouga,Carracosta,Carracosta
Zubat,DarmanitanStandard Mode,DarmanitanStandard Mode
Pawniard,Scyther,Scyther
Slowking,Conkeldurr,Conkeldurr
Heracross,MeloettaAria Forme,MeloettaAria Forme
Lampent,Bastiodon,Bastiodon
Hariyama,Purugly,Purugly
Kingdra,Chesnaught,Chesnaught
Throh,Tauros,Tauros
Oddish,AerodactylMega Aerodactyl,AerodactylMega Aerodactyl
Torchic,DeoxysDefense Forme,DeoxysDefense Forme
Volcarona,Slowpoke,Volcarona
Tyranitar,AbsolMega Absol,AbsolMega Absol
Wingull,Latias,Latias
Wynaut,Wailord,Wailord
Suicune,Bonsly,Suicune
Swampert,Magby,Swampert
Ferrothorn,Volcarona,Volcarona
Vespiquen,CharizardMega Charizard Y,CharizardMega Charizard Y
Magmortar,LandorusIncarnate Forme,LandorusIncarnate Forme
Voltorb,Poochyena,Voltorb
Glameow,Staravia,Glameow
Tirtouga,Petilil,Petilil
Espurr,Muk,Muk
Pancham,RotomHeat Rotom,RotomHeat Rotom
Vigoroth,LandorusTherian Forme,LandorusTherian Forme
Ralts,Onix,Onix
Horsea,Toxicroak,Toxicroak
GroudonPrimal Groudon,Mime Jr.,GroudonPrimal Groudon
Hitmontop,Drifloon,Hitmontop
Rotom,Xatu,Xatu
Lampent,Cradily,Cradily
AegislashShield Forme,Fletchling,AegislashShield Forme
BlazikenMega Blaziken,Wooper,BlazikenMega Blaziken
Sceptile,Rhyperior,Sceptile
Makuhita,Breloom,Breloom
Abra,Cottonee,Abra
Watchog,Ditto,Watchog
Phantump,Yanma,Yanma
Vileplume,Virizion,Virizion
Snivy,Mudkip,Snivy
Minccino,Pidgeotto,Minccino
Machamp,Weepinbell,Weepinbell
Makuhita,Smeargle,Smeargle
Lilligant,MewtwoMega Mewtwo X,MewtwoMega Mewtwo X
Panpour,Toxicroak,Toxicroak
Steelix,Cherrim,Cherrim
GalladeMega Gallade,Sudowoodo,GalladeMega Gallade
Lopunny,Arbok,Arbok
Galvantula,Ursaring,Galvantula
Tentacruel,Whimsicott,Whimsicott
Yamask,Tynamo,Tynamo
Clefable,Lunatone,Lunatone
Stunfisk,SalamenceMega Salamence,SalamenceMega Salamence
Seedot,Florges,Florges
Whimsicott,Archen,Whimsicott
Eevee,Girafarig,Girafarig
Heatran,Arceus,Arceus
Mantine,Pansage,Mantine
Palpitoad,Absol,Absol
Bronzong,Excadrill,Excadrill
Vanillite,Doduo,Doduo
Oddish,Liepard,Liepard
Marill,Baltoy,Baltoy
TornadusIncarnate Forme,HoopaHoopa Confined,HoopaHoopa Confined
Binacle,Skiddo,Skiddo
Bellossom,Larvesta,Bellossom
Axew,DarmanitanStandard Mode,DarmanitanStandard Mode
Sharpedo,BlazikenMega Blaziken,BlazikenMega Blaziken
Goldeen,Abra,Abra
Timburr,Kyurem,Kyurem
MedichamMega Medicham,Nidoking,MedichamMega Medicham
KangaskhanMega Kangaskhan,Abomasnow,Abomasnow
Purugly,Drapion,Drapion
Drowzee,Buneary,Buneary
Omastar,Swadloon,Omastar
Liepard,Skorupi,Liepard
Sealeo,Goldeen,Goldeen
Houndoom,Budew,Houndoom
Growlithe,GalladeMega Gallade,GalladeMega Gallade
Roggenrola,Miltank,Miltank
Suicune,DeoxysAttack Forme,DeoxysAttack Forme
DeoxysNormal Forme,RotomFan Rotom,RotomFan Rotom
Natu,Electrike,Electrike
Dedenne,Crustle,Crustle
Lickilicky,Vullaby,Lickilicky
Kricketune,Yamask,Yamask
Rufflet,Herdier,Herdier
Braixen,Spinarak,Braixen
Porygon2,Smoochum,Porygon2
Fletchling,Relicanth,Relicanth
Leafeon,Tynamo,Leafeon
Charmander,Smeargle,Smeargle
Geodude,LandorusIncarnate Forme,LandorusIncarnate Forme
Torchic,KyogrePrimal Kyogre,KyogrePrimal Kyogre
CharizardMega Charizard X,Mamoswine,CharizardMega Charizard X
Spheal,WormadamSandy Cloak,WormadamSandy Cloak
Makuhita,LandorusTherian Forme,LandorusTherian Forme
Durant,Dedenne,Dedenne
Victreebel,Gallade,Gallade
Rattata,Eelektrik,Eelektrik
Honedge,Regigigas,Regigigas
Nosepass,Venonat,Venonat
Floette,Karrablast,Karrablast
Lilligant,Leavanny,Leavanny
Donphan,Honedge,Donphan
Flareon,Bonsly,Flareon
Spinarak,Surskit,Surskit
Zweilous,Minun,Minun
Zorua,Ralts,Zorua
Skiddo,Qwilfish,Qwilfish
Haunter,Mawile,Mawile
Mr. Mime,Chespin,Mr. Mime
Machop,Seismitoad,Seismitoad
Victreebel,PidgeotMega Pidgeot,PidgeotMega Pidgeot
Gabite,Chimchar,Gabite
Elekid,Weepinbell,Weepinbell
Staravia,Diggersby,Staravia
Blastoise,Zapdos,Zapdos
Wurmple,MetagrossMega Metagross,MetagrossMega Metagross
MewtwoMega Mewtwo X,LatiasMega Latias,LatiasMega Latias
Sealeo,Carbink,Carbink
Phantump,MewtwoMega Mewtwo Y,MewtwoMega Mewtwo Y
Heliolisk,Porygon-Z,Porygon-Z
Wurmple,Bastiodon,Bastiodon
Machamp,Machoke,Machamp
Scolipede,Aggron,Aggron
Doduo,Golurk,Golurk
Suicune,Helioptile,Suicune
Minccino,TornadusIncarnate Forme,TornadusIncarnate Forme
Ninjask,Avalugg,Ninjask
GroudonPrimal Groudon,Chatot,GroudonPrimal Groudon
Pachirisu,Sneasel,Sneasel
Mienfoo,Kabuto,Mienfoo
Hariyama,Rattata,Hariyama
Goomy,Magby,Magby
Hawlucha,MewtwoMega Mewtwo X,MewtwoMega Mewtwo X
Octillery,Xatu,Xatu
Drilbur,Mienfoo,Drilbur
Skarmory,Gallade,Gallade
Exeggutor,Hoothoot,Exeggutor
Helioptile,Swoobat,Swoobat
GyaradosMega Gyarados,Linoone,GyaradosMega Gyarados
Scolipede,Yanmega,Yanmega
PumpkabooAverage Size,Aromatisse,Aromatisse
Geodude,Phione,Phione
Regigigas,Dugtrio,Regigigas
RayquazaMega Rayquaza,Mismagius,RayquazaMega Rayquaza
Scyther,Deerling,Scyther
Larvesta,Bronzor,Larvesta
Azelf,Slurpuff,Slurpuff
TornadusIncarnate Forme,Seedot,TornadusIncarnate Forme
Gulpin,Ralts,Gulpin
Fraxure,Mudkip,Fraxure
Heatmor,Lampent,Heatmor
Golurk,Chimecho,Chimecho
Honedge,Sharpedo,Sharpedo
Eevee,Clawitzer,Clawitzer
Armaldo,Cradily,Armaldo
Feraligatr,Bulbasaur,Feraligatr
Venusaur,Charmeleon,Charmeleon
Rhyperior,Spinda,Rhyperior
Tropius,Vaporeon,Vaporeon
Florges,Jellicent,Jellicent
Yanmega,Pidove,Yanmega
Durant,Spritzee,Durant
Pichu,Rattata,Rattata
Machoke,Eevee,Eevee
Poochyena,Altaria,Altaria
Kricketot,Lotad,Lotad
Alakazam,Farfetch'd,Alakazam
Emboar,Arcanine,Arcanine
Ferroseed,Azelf,Azelf
Finneon,Walrein,Walrein
PumpkabooAverage Size,LucarioMega Lucario,LucarioMega Lucario
MeloettaPirouette Forme,Skiploom,MeloettaPirouette Forme
Whirlipede,Mienfoo,Mienfoo
Growlithe,Ivysaur,Ivysaur
Gligar,Sigilyph,Sigilyph
Archen,Snorlax,Snorlax
Haunter,Pawniard,Pawniard
BeedrillMega Beedrill,Misdreavus,Misdreavus
Aggron,Bellossom,Aggron
KyuremBlack Kyurem,Furfrou,KyuremBlack Kyurem
Lampent,Sandshrew,Sandshrew
Mawile,Tepig,Tepig
Hawlucha,Kangaskhan,Hawlucha
Swinub,Dialga,Dialga
BeedrillMega Beedrill,Wobbuffet,BeedrillMega Beedrill
Uxie,Gengar,Gengar
Dwebble,Gothorita,Gothorita
SlowbroMega Slowbro,Greninja,Greninja
Venusaur,Shuppet,Venusaur
Hippopotas,Glalie,Glalie
Carvanha,RayquazaMega Rayquaza,RayquazaMega Rayquaza
Mothim,Lombre,Mothim
Sandslash,PumpkabooSuper Size,Sandslash
Sudowoodo,Slurpuff,Slurpuff
Bagon,AerodactylMega Aerodactyl,AerodactylMega Aerodactyl
Spiritomb,Torterra,Torterra
Regice,Servine,Regice
Joltik,Burmy,Joltik
Makuhita,Geodude,Geodude
Solrock,Musharna,Musharna
Ledian,Mienshao,Mienshao
Ivysaur,Fearow,Fearow
AlakazamMega Alakazam,Weepinbell,AlakazamMega Alakazam
Gengar,Krokorok,Gengar
BlazikenMega Blaziken,Beedrill,BlazikenMega Blaziken
Kakuna,Fletchling,Fletchling
Dewott,Chimchar,Dewott
Tyrogue,Lucario,Lucario
Cloyster,Pupitar,Cloyster
Tentacruel,Mesprit,Tentacruel
Dragonair,Vulpix,Dragonair
Silcoon,Torterra,Torterra
Starmie,Darkrai,Darkrai
KyogrePrimal Kyogre,Swalot,KyogrePrimal Kyogre
Baltoy,ShayminSky Forme,ShayminSky Forme
Braviary,Golem,Golem
Regigigas,Turtwig,Regigigas
Lopunny,Sandshrew,Lopunny
Kirlia,Dunsparce,Dunsparce
GarchompMega Garchomp,DeoxysSpeed Forme,DeoxysSpeed Forme
GlalieMega Glalie,Timburr,GlalieMega Glalie
Tyranitar,Minccino,Tyranitar
Qwilfish,Piplup,Qwilfish
Clawitzer,Gothita,Clawitzer
Absol,Reshiram,Reshiram
Pachirisu,Nidoking,Nidoking
Darkrai,Dratini,Darkrai
Sawk,WormadamPlant Cloak,Sawk
Chesnaught,Chansey,Chansey
Chimchar,Bellossom,Bellossom
Cofagrigus,Sudowoodo,Sudowoodo
Meditite,Baltoy,Meditite
Skorupi,Trevenant,Trevenant
Nidoqueen,Mantine,Mantine
Larvitar,LatiasMega Latias,LatiasMega Latias
AegislashBlade Forme,VenusaurMega Venusaur,VenusaurMega Venusaur
Mantine,Vulpix,Mantine
Cyndaquil,Jirachi,Jirachi
Moltres,ManectricMega Manectric,ManectricMega Manectric
Feraligatr,Zorua,Feraligatr
Starmie,Munna,Starmie
Excadrill,SableyeMega Sableye,Excadrill
Venonat,Swanna,Swanna
Whirlipede,Houndour,Houndour
Cloyster,Floette,Cloyster
Simipour,Exeggcute,Simipour
Bronzor,Vanillish,Vanillish
Yamask,Golduck,Golduck
Clefable,Fraxure,Fraxure
Wailord,Nidoqueen,Nidoqueen
Hariyama,Spiritomb,Spiritomb
Pupitar,Quilladin,Quilladin
Victini,KeldeoResolute Forme,KeldeoResolute Forme
Azurill,Dodrio,Dodrio
Shellder,GardevoirMega Gardevoir,GardevoirMega Gardevoir
Roserade,Kyogre,Kyogre
Illumise,Cascoon,Illumise
Krabby,SceptileMega Sceptile,SceptileMega Sceptile
Luxray,Shuppet,Luxray
Flareon,Emboar,Flareon
Lopunny,Bayleef,Bayleef
Aipom,Gothitelle,Gothitelle
Pancham,SharpedoMega Sharpedo,SharpedoMega Sharpedo
Rayquaza,Swadloon,Rayquaza
Espurr,Mareep,Espurr
Fennekin,Virizion,Virizion
Frogadier,Rufflet,Frogadier
Gurdurr,Stunfisk,Stunfisk
Lilligant,ThundurusIncarnate Forme,ThundurusIncarnate Forme
Tirtouga,Swablu,Swablu
Flareon,Silcoon,Flareon
Fraxure,Sableye,Fraxure
Starly,Buneary,Buneary
Seaking,Simisage,Simisage
Lilligant,Kyurem,Kyurem
Rayquaza,Spearow,Rayquaza
Torchic,Quagsire,Quagsire
Leafeon,Bisharp,Bisharp
Archen,Azurill,Archen
Archen,Entei,Entei
Gliscor,Greninja,Greninja
ShayminLand Forme,Mienfoo,ShayminLand Forme
Kyurem,Dunsparce,Kyurem
Dratini,Kakuna,Dratini
MawileMega Mawile,Clauncher,MawileMega Mawile
Swanna,Onix,Swanna
Stoutland,Monferno,Monferno
Weedle,Spewpa,Weedle
Ledian,Volcanion,Volcanion
Rayquaza,Sunkern,Rayquaza
Jumpluff,Rotom,Rotom
Staryu,Grotle,Staryu
Banette,Qwilfish,Qwilfish
Grovyle,Teddiursa,Teddiursa
Jynx,ThundurusIncarnate Forme,ThundurusIncarnate Forme
Haunter,Tyrunt,Tyrunt
Budew,Swellow,Swellow
Luvdisc,Zigzagoon,Luvdisc
Ninjask,Omastar,Omastar
Pelipper,Pidgeot,Pidgeot
Lopunny,LucarioMega Lucario,LucarioMega Lucario
Koffing,Krokorok,Krokorok
Lileep,Helioptile,Helioptile
AudinoMega Audino,Volcanion,Volcanion
WormadamSandy Cloak,PumpkabooAverage Size,PumpkabooAverage Size
Beartic,Gurdurr,Beartic
Magneton,Slurpuff,Slurpuff
Walrein,Weedle,Walrein
Archeops,Electivire,Electivire
Duskull,Dragalge,Dragalge
Chatot,Chikorita,Chatot
Clefable,Kangaskhan,Kangaskhan
Cradily,Ralts,Cradily
Tirtouga,Houndour,Houndour
Nuzleaf,SceptileMega Sceptile,SceptileMega Sceptile
Loudred,Toxicroak,Toxicroak
Smoochum,Hitmontop,Hitmontop
Bellossom,Trubbish,Bellossom
Staryu,Masquerain,Staryu
LucarioMega Lucario,Oshawott,LucarioMega Lucario
Reshiram,HoopaHoopa Confined,Reshiram
Swablu,AbomasnowMega Abomasnow,AbomasnowMega Abomasnow
Hitmonlee,RotomHeat Rotom,Hitmonlee
Frogadier,Binacle,Frogadier
Whiscash,DeoxysDefense Forme,DeoxysDefense Forme
Braviary,Froslass,Froslass
Darkrai,Muk,Darkrai
Qwilfish,Smoochum,Qwilfish
Mew,Leavanny,Mew
Bulbasaur,Yveltal,Yveltal
Rhyhorn,Barbaracle,Barbaracle
Sneasel,Raichu,Raichu
Leafeon,Entei,Entei
Chandelure,Patrat,Chandelure
MedichamMega Medicham,DeoxysNormal Forme,DeoxysNormal Forme
Crawdaunt,Hydreigon,Hydreigon
Cacnea,Drilbur,Drilbur
Houndour,Voltorb,Voltorb
Dusclops,Vulpix,Dusclops
Quagsire,Dragonair,Dragonair
Aron,Tyranitar,Tyranitar
Bidoof,Unfezant,Unfezant
Lugia,Dewott,Lugia
Kangaskhan,AlakazamMega Alakazam,AlakazamMega Alakazam
Vanilluxe,Heracross,Heracross
Victini,Ninetales,Ninetales
Excadrill,Baltoy,Excadrill
Plusle,Greninja,Greninja
Machoke,MeloettaPirouette Forme,MeloettaPirouette Forme
Talonflame,Anorith,Talonflame
Zweilous,Blitzle,Zweilous
Treecko,Dusclops,Dusclops
Teddiursa,Duosion,Duosion
Aurorus,Venonat,Aurorus
Zangoose,Mime Jr.,Zangoose
Quilladin,Gothorita,Quilladin
Volcarona,SlowbroMega Slowbro,Volcarona
MeowsticFemale,Pidgeotto,MeowsticFemale
Swinub,Skorupi,Skorupi
Leavanny,Chesnaught,Leavanny
Dialga,Gengar,Dialga
Rhydon,Tentacruel,Tentacruel
Wooper,Spritzee,Spritzee
Tyrantrum,Braviary,Braviary
Staryu,Eelektrik,Staryu
KeldeoOrdinary Forme,Jigglypuff,KeldeoOrdinary Forme
SharpedoMega Sharpedo,Lombre,SharpedoMega Sharpedo
Grovyle,ThundurusTherian Forme,ThundurusTherian Forme
Cradily,Chimchar,Cradily
Combee,Turtwig,Turtwig
Shedinja,Tropius,Tropius
Jellicent,Manectric,Manectric
Combee,Gastrodon,Gastrodon
Axew,Noivern,Noivern
Drowzee,Wigglytuff,Wigglytuff
Milotic,Butterfree,Milotic
Larvitar,Ursaring,Ursaring
Cacnea,Nuzleaf,Nuzleaf
Yanmega,Mr. Mime,Mr. Mime
Smoochum,Venipede,Smoochum
Tangela,RotomFrost Rotom,RotomFrost Rotom
Empoleon,Slurpuff,Slurpuff
Poliwag,Carnivine,Carnivine
Haxorus,Uxie,Uxie
Vaporeon,Regice,Vaporeon
Turtwig,Roggenrola,Roggenrola
Numel,Venomoth,Venomoth
Zebstrika,PinsirMega Pinsir,Zebstrika
Celebi,Vivillon,Celebi
Raichu,Tropius,Tropius
Probopass,SharpedoMega Sharpedo,SharpedoMega Sharpedo
Empoleon,Nidoran♀,Empoleon
LopunnyMega Lopunny,Yamask,LopunnyMega Lopunny
Glaceon,Tangela,Glaceon
Gastly,Tynamo,Tynamo
Oshawott,Minun,Minun
Excadrill,PumpkabooSmall Size,Excadrill
Dragonite,Xatu,Xatu
Poliwag,Yanma,Yanma
Spinarak,Pyroar,Pyroar
Sandshrew,Lanturn,Lanturn
Alakazam,Chimecho,Chimecho
Weavile,CharizardMega Charizard X,Weavile
Flygon,Drifloon,Flygon
Pachirisu,Registeel,Registeel
Palpitoad,Pansage,Pansage
Smoochum,Slowking,Slowking
Roggenrola,Voltorb,Voltorb
Torchic,Drapion,Drapion
Metapod,Klinklang,Klinklang
Electabuzz,Hariyama,Electabuzz
Grimer,Pancham,Pancham
Lillipup,Goldeen,Goldeen
Zigzagoon,Genesect,Genesect
Marowak,Barboach,Marowak
Cofagrigus,Absol,Absol
Greninja,Piplup,Greninja
Hippowdon,Cloyster,Cloyster
Lillipup,Amoonguss,Amoonguss
Starmie,Natu,Starmie
Corphish,AlakazamMega Alakazam,AlakazamMega Alakazam
Liepard,Turtwig,Liepard
Escavalier,Tympole,Escavalier
Empoleon,Froakie,Empoleon
Torchic,GourgeistLarge Size,GourgeistLarge Size
Emboar,Anorith,Emboar
Nuzleaf,Farfetch'd,Nuzleaf
Glameow,Herdier,Herdier
Sigilyph,Goldeen,Sigilyph
Quilava,Lilligant,Lilligant
Cherubi,Kingdra,Kingdra
Basculin,Hydreigon,Hydreigon
Reshiram,Tyrunt,Reshiram
Claydol,Yveltal,Yveltal
Seedot,Metang,Metang
Volcarona,Huntail,Huntail
Rufflet,Zubat,Rufflet
PumpkabooSuper Size,Hitmontop,Hitmontop
Marill,Koffing,Koffing
Bellossom,Dialga,Dialga
Smoochum,Drapion,Drapion
GengarMega Gengar,Timburr,GengarMega Gengar
GalladeMega Gallade,Persian,GalladeMega Gallade
Sliggoo,Braviary,Braviary
Tentacool,HeracrossMega Heracross,HeracrossMega Heracross
Cacturne,Ditto,Cacturne
Machoke,Ditto,Machoke
Liepard,GourgeistLarge Size,Liepard
Horsea,Glaceon,Glaceon
Arcanine,Bellossom,Arcanine
Swanna,Raikou,Raikou
GourgeistAverage Size,Dusknoir,GourgeistAverage Size
Nidoking,Ursaring,Nidoking
Totodile,Sliggoo,Sliggoo
Jigglypuff,Herdier,Herdier
Luxio,Darkrai,Darkrai
Cacturne,Lickitung,Lickitung
Ferroseed,Unown,Unown
Nuzleaf,Golett,Nuzleaf
Omanyte,Surskit,Omanyte
Cottonee,Dialga,Dialga
Hippopotas,Skrelp,Skrelp
GiratinaAltered Forme,Mienshao,GiratinaAltered Forme
Nidorino,Glaceon,Glaceon
Dunsparce,Bellossom,Bellossom
Linoone,MeloettaPirouette Forme,MeloettaPirouette Forme
Blaziken,Ivysaur,Blaziken
Ralts,Hippowdon,Hippowdon
Delphox,GarchompMega Garchomp,GarchompMega Garchomp
Klinklang,Rayquaza,Rayquaza
GyaradosMega Gyarados,CharizardMega Charizard Y,CharizardMega Charizard Y
Reshiram,Spiritomb,Reshiram
Aurorus,Cherrim,Cherrim
Vileplume,Manaphy,Manaphy
Squirtle,Magmar,Magmar
Heatran,Heracross,Heracross
Slugma,Timburr,Timburr
Aromatisse,Hoothoot,Aromatisse
Beldum,Finneon,Finneon
Kingdra,Hypno,Kingdra
Marill,Shuckle,Shuckle
DeoxysSpeed Forme,Slowbro,Slowbro
Magmar,Hitmonchan,Magmar
Sawk,Mienfoo,Sawk
GarchompMega Garchomp,Bellsprout,GarchompMega Garchomp
Basculin,Delcatty,Basculin
Qwilfish,Vibrava,Qwilfish
Zangoose,Ivysaur,Zangoose
LopunnyMega Lopunny,Hitmontop,Hitmontop
Regigigas,Dewgong,Regigigas
Nincada,Marill,Marill
Jolteon,Noctowl,Jolteon
Smeargle,DeoxysDefense Forme,DeoxysDefense Forme
Gothita,Registeel,Registeel
Emolga,Regirock,Regirock
Makuhita,AegislashBlade Forme,AegislashBlade Forme
LandorusTherian Forme,Regigigas,Regigigas
GiratinaAltered Forme,WormadamTrash Cloak,GiratinaAltered Forme
Slugma,Probopass,Probopass
Mamoswine,Houndoom,Houndoom
Burmy,Excadrill,Excadrill
Stantler,Conkeldurr,Stantler
Sandshrew,Staravia,Staravia
Togepi,Zoroark,Zoroark
Dewott,Emolga,Emolga
Carvanha,Scizor,Scizor
Fennekin,Typhlosion,Typhlosion
Croconaw,MewtwoMega Mewtwo Y,MewtwoMega Mewtwo Y
Nuzleaf,SteelixMega Steelix,SteelixMega Steelix
Nidoqueen,Kadabra,Kadabra
Mandibuzz,Chatot,Chatot
Dragalge,Frillish,Dragalge
Druddigon,Luxio,Druddigon
Magneton,Grumpig,Grumpig
AerodactylMega Aerodactyl,GiratinaAltered Forme,GiratinaAltered Forme
Donphan,Flaaffy,Donphan
Lumineon,Claydol,Claydol
PidgeotMega Pidgeot,Magikarp,PidgeotMega Pidgeot
Abra,Haxorus,Haxorus
Totodile,Petilil,Petilil
Carnivine,Vaporeon,Vaporeon
Munna,Tyrantrum,Tyrantrum
Fennekin,Pancham,Pancham
Furfrou,Teddiursa,Furfrou
Marowak,Loudred,Loudred
Cyndaquil,Alomomola,Alomomola
Moltres,TornadusIncarnate Forme,TornadusIncarnate Forme
VenusaurMega Venusaur,Vulpix,VenusaurMega Venusaur
Alakazam,Spearow,Alakazam
Venonat,Lombre,Lombre
Dedenne,Boldore,Dedenne
Xatu,Chimecho,Xatu
Snorlax,Azelf,Azelf
AudinoMega Audino,Golett,AudinoMega Audino
Butterfree,Delcatty,Butterfree
Gigalith,Tentacruel,Tentacruel
GiratinaAltered Forme,Gogoat,Gogoat
Heatran,Aipom,Heatran
Audino,Feebas,Audino
Honchkrow,Dustox,Honchkrow
Hariyama,Sawsbuck,Sawsbuck
Braviary,Stoutland,Stoutland
Garbodor,Galvantula,Galvantula
Zoroark,Whismur,Zoroark
GardevoirMega Gardevoir,Bastiodon,Bastiodon
Skitty,Mantine,Mantine
AegislashShield Forme,Slaking,Slaking
GalladeMega Gallade,Vileplume,GalladeMega Gallade
Diancie,Totodile,Diancie
Butterfree,Bronzong,Bronzong
Joltik,Seedot,Joltik
Stunfisk,Tauros,Tauros
Pidgey,Pyroar,Pyroar
Groudon,HoopaHoopa Unbound,HoopaHoopa Unbound
SalamenceMega Salamence,SlowbroMega Slowbro,SalamenceMega Salamence
Weezing,AbsolMega Absol,AbsolMega Absol
Gengar,Silcoon,Gengar
Seviper,Rufflet,Seviper
Shellder,Timburr,Shellder
KyuremWhite Kyurem,Clawitzer,KyuremWhite Kyurem
Gabite,Palpitoad,Palpitoad
Phione,Arceus,Arceus
