Total_p1,Type1_p1,Type2_p1,Speed_p1,Total_p2,Type1_p2,Type2_p2,Speed_p2,Winner,Win_Probability
295,Grass,,35,313,Grass,,38,0,0.0
330,Psychic,,60,600,Water,,100,0,0.0
625,Grass,Poison,80,400,Bug,,85,1,1.0
195,Bug,,45,500,Bug,Flying,105,0,0.0
330,Water,,97,194,Bug,,25,1,1.0
450,Grass,,85,525,Ice,,65,0,0.46153846153846156
365,Electric,,45,465,Normal,,85,0,0.0
310,Psychic,Fairy,60,485,Dragon,,48,0,0.0
450,Grass,,85,320,Poison,Water,30,1,1.0
455,Ghost,,65,510,Ground,Flying,95,0,0.0
634,Fire,Dragon,100,350,Fire,,60,1,1.0
474,Fighting,,50,498,Grass,,101,0,0.0
430,Ground,Flying,85,490,Normal,,55,1,0.4673913043478261
475,Electric,,105,555,Ghost,,75,1,0.46116504854368934
405,Water,Ground,50,460,Fire,Ground,40,1,0.8756756756756757
490,Grass,Poison,50,600,Fire,Water,70,0,0.0
530,Water,,78,535,Water,Ice,60,1,0.33125
525,Grass,,95,440,Electric,Ghost,91,0,0.5440414507772021
300,Dark,Dragon,38,348,Fighting,,43,0,0.0
365,Electric,,45,270,Normal,Flying,85,1,1.0
615,Rock,Flying,150,520,Ghost,Fire,80,1,0.7028571428571428
490,Poison,Fighting,85,316,Grass,,64,1,1.0
580,Electric,,115,485,Water,Rock,55,1,0.7051671732522796
525,Fire,,65,420,Dragon,,50,0,0.38461538461538464
400,Psychic,,105,483,Ghost,,30,0,0.45300113250283125
510,Fighting,Psychic,100,314,Water,,40,1,1.0
460,Psychic,Fairy,90,520,Ghost,Fire,80,1,0.30666666666666664
360,Electric,,95,525,Ice,,65,0,0.0
195,Bug,Poison,50,700,Dragon,Ground,92,0,0.0
273,Poison,,50,510,Dark,Flying,80,0,0.0
424,Bug,Flying,66,520,Steel,,90,0,0.0
525,Psychic,,110,480,Dark,Ghost,20,0,0.0
555,Ghost,,75,405,Electric,,40,1,1.0
237,Fighting,,25,460,Fire,Ground,40,0,0.0
300,Dragon,Ground,42,540,Electric,,95,0,0.0
500,Bug,Steel,65,295,Grass,,35,1,1.0
350,Normal,,85,314,Water,,71,1,0.5271084337349398
580,Electric,Flying,111,494,Ghost,Grass,54,1,0.5400372439478585
410,Ice,Water,45,220,Normal,,30,1,1.0
308,Water,,35,480,Water,,80,0,0.0
300,Water,,90,680,Dragon,Fire,90,0,0.0
350,Rock,Steel,30,290,Psychic,,20,1,0.546875
610,Electric,Dragon,45,495,Water,Rock,32,0,0.7113702623906706
420,Normal,,100,495,Rock,Grass,43,0,0.2978723404255319
195,Bug,,45,303,Fairy,,42,0,0.0
490,Electric,,105,245,Flying,Dragon,55,1,1.0
485,Normal,Flying,100,308,Grass,,63,1,1.0
380,Water,Rock,35,330,Dark,,65,0,0.0
405,Fairy,Flying,40,600,Dark,Dragon,98,0,0.0
780,Psychic,,140,520,Ghost,Fire,80,1,1.0
600,Psychic,,180,495,Rock,Steel,30,0,0.37735849056603776
500,Ground,Psychic,75,600,Steel,Psychic,70,0,0.29411764705882354
500,Poison,,50,480,Grass,,90,0,0.0
253,Normal,,72,580,Flying,,111,0,0.0
318,Grass,,45,380,Dark,Ghost,50,0,0.0
290,Ground,,10,260,Psychic,,23,0,0.0
520,Grass,Psychic,55,250,Ice,Ground,50,1,1.0
330,Water,,85,580,Flying,,121,0,0.0
530,Grass,,120,440,Electric,Ghost,91,0,0.5463917525773195
405,Grass,,36,528,Fire,Fighting,65,0,0.0
600,Psychic,Fire,100,313,Psychic,Flying,72,1,1.0
600,Dragon,Flying,80,580,Rock,Fighting,108,0,0.0
580,Ice,Flying,85,384,Bug,,65,1,1.0
355,Rock,Water,35,528,Grass,,113,0,0.0
480,Fire,,95,531,Grass,,68,0,0.6438631790744467
525,Fighting,Steel,90,303,Fairy,,42,1,1.0
458,Poison,,65,405,Grass,,57,1,0.6934140802422407
580,Fire,Flying,90,530,Water,Dark,122,0,0.0
484,Fire,,65,307,Fire,,60,1,1.0
460,Water,,91,390,Psychic,,55,1,0.5411764705882353
485,Water,Rock,55,309,Fire,,61,1,1.0
540,Water,Flying,81,680,Water,Dragon,100,0,0.0
535,Grass,,50,465,Fighting,,85,0,0.0
525,Dark,,65,345,Water,,32,1,1.0
500,Ground,,50,485,Water,,52,0,0.0
600,Grass,,100,520,Ghost,Fire,80,1,0.36585365853658536
360,Normal,,60,260,Psychic,,23,1,1.0
285,Bug,Grass,25,341,Fairy,,23,1,0.29472595656670114
260,Normal,,50,470,Psychic,,80,0,0.0
530,Fire,Fighting,80,380,Steel,Fairy,50,1,1.0
285,Fighting,,60,600,Dragon,Ground,95,0,0.0
365,Fire,,83,580,Grass,Fighting,108,0,0.0
625,Grass,Poison,80,305,Bug,Poison,45,1,1.0
300,Fairy,,30,430,Normal,Flying,125,0,0.0
525,Grass,Poison,80,500,Psychic,,120,0,0.0
460,Normal,Flying,100,440,Normal,,40,1,0.5111111111111111
485,Electric,,110,680,Water,Dragon,100,0,0.0
270,Normal,Fairy,20,600,Psychic,Ghost,70,0,0.0
480,Ice,,80,580,Psychic,,115,0,0.0
600,Bug,Fighting,75,288,Dark,Psychic,45,1,1.0
483,Fairy,,60,341,Fairy,,23,1,1.0
455,Ghost,,25,550,Bug,Fire,100,0,0.0
474,Fighting,,50,280,Grass,Fairy,66,1,1.0
600,Ground,Flying,101,448,Steel,Ghost,35,1,1.0
528,Water,,70,481,Electric,Normal,109,0,0.0
480,Water,Grass,70,515,Normal,,50,0,0.4824120603015075
405,Fighting,,45,236,Bug,Ghost,40,1,1.0
405,Grass,,36,420,Dark,Dragon,58,0,0.0
465,Water,Flying,70,680,Dragon,Fire,90,0,0.0
300,Rock,Ground,20,580,Electric,Flying,101,0,0.0
530,Water,Steel,60,462,Fairy,,29,1,0.6964520367936925
490,Normal,,90,580,Steel,Fighting,108,0,0.0
424,Bug,Steel,36,483,Ground,Ghost,55,0,0.0
295,Water,,60,305,Ice,Psychic,65,0,0.0
600,Water,,100,490,Normal,,55,1,0.5504587155963303
500,Fire,,105,450,Grass,,85,0,0.6896551724137931
505,Fighting,,55,280,Grass,Poison,55,1,1.0
460,Fire,Ground,40,520,Electric,Flying,86,0,0.0
635,Water,Ground,70,487,Psychic,,29,1,1.0
350,Rock,Steel,30,390,Normal,,5,1,0.47297297297297297
410,Dragon,,67,510,Dark,Flying,80,0,0.0
474,Fighting,,50,440,Rock,Psychic,70,0,0.0
269,Bug,Water,65,390,Rock,,20,0,0.0
205,Bug,,30,365,Poison,,56,0,0.0
325,Normal,,55,580,Fire,,100,0,0.0
700,Dragon,Psychic,110,348,Fighting,,43,1,1.0
370,Dark,Flying,60,355,Psychic,,68,0,0.0
251,Normal,Flying,56,480,Electric,,140,0,0.0
400,Grass,Poison,65,600,Rock,Fairy,50,0,0.0
525,Electric,,130,475,Electric,,105,1,0.3559322033898305
328,Psychic,,42,474,Poison,,75,0,0.0
600,Bug,Steel,75,306,Rock,Water,50,1,1.0
490,Grass,,50,237,Normal,,57,1,1.0
244,Bug,Flying,70,490,Psychic,Flying,97,0,0.0
309,Fire,,65,288,Poison,,55,1,0.5175879396984925
180,Grass,,30,600,Dragon,,80,0,0.0
315,Water,Psychic,15,300,Dragon,,50,0,0.0
273,Poison,,50,440,Normal,,40,0,0.0
290,Rock,,10,515,Rock,,25,0,0.0
490,Psychic,,65,507,Fire,Normal,106,0,0.0
395,Bug,Poison,75,250,Grass,Flying,50,1,1.0
483,Psychic,,67,475,Electric,,105,0,0.0
250,Fire,,20,498,Water,,101,0,0.0
440,Normal,,90,410,Dragon,Ground,82,1,0.5176470588235295
460,Grass,Flying,110,485,Ghost,Dark,35,0,0.48677248677248675
300,Grass,Poison,40,700,Dragon,Ground,92,0,0.0
288,Normal,,48,510,Dark,Ice,125,0,0.0
468,Water,Dark,55,500,Normal,,80,0,0.0
485,Water,,52,600,Psychic,,150,0,0.0
700,Dragon,Ice,95,521,Rock,Ice,58,1,1.0
320,Ground,,35,460,Water,,98,0,0.0
205,Bug,,15,580,Steel,,50,0,0.0
405,Dark,Flying,91,348,Dark,Fighting,48,0,0.3678474114441417
210,Water,Ground,15,600,Dark,Fire,115,0,0.0
275,Poison,,41,540,Normal,,30,0,0.0
525,Grass,,80,600,Psychic,Grass,100,0,0.0
410,Normal,Water,71,307,Fire,,60,1,1.0
240,Normal,,28,490,Psychic,,65,0,0.0
475,Electric,,105,535,Ground,Rock,40,0,0.0
535,Water,Ice,60,425,Grass,,30,1,0.5572916666666666
278,Psychic,Fairy,50,300,Steel,Psychic,30,0,0.10380881254667662
460,Psychic,Fairy,90,410,Fighting,Psychic,80,1,0.6917293233082706
480,Steel,Fairy,50,565,Dark,,115,0,0.0
245,Poison,Flying,55,488,Normal,Flying,93,0,0.0
770,Water,,90,500,Fighting,Flying,118,1,1.0
500,Steel,Psychic,33,480,Water,Ghost,60,0,0.0
500,Bug,Flying,105,500,Steel,Psychic,33,0,0.3333333333333333
580,Steel,,50,316,Grass,,64,1,1.0
446,Dark,,106,295,Electric,,76,1,1.0
505,Fighting,,55,410,Dragon,,67,0,0.0
600,Bug,Flying,105,600,Dragon,Flying,100,0,0.3333333333333333
385,Rock,Ground,70,410,Dragon,,67,1,0.48427672955974843
210,Fighting,,35,360,Normal,,60,0,0.0
525,Grass,Ground,56,530,Water,Steel,60,0,0.0
295,Grass,,35,480,Dark,Ghost,20,0,0.0
470,Fire,,20,580,Psychic,,95,0,0.0
360,Normal,,60,500,Ground,Psychic,75,0,0.0
405,Fire,,80,471,Ground,Electric,32,0,0.4623287671232877
535,Poison,Flying,130,500,Dark,Fire,95,1,0.5169082125603864
460,Grass,Flying,51,552,Fairy,,75,0,0.0
485,Electric,,110,348,Dark,Fighting,48,1,1.0
405,Electric,,95,520,Ghost,Fire,80,0,0.43783783783783786
555,Ghost,,75,567,Rock,Flying,110,0,0.0
323,Fairy,,35,455,Fighting,,70,0,0.0
490,Grass,Poison,70,475,Water,Ground,39,1,0.6735395189003437
495,Bug,Steel,20,484,Bug,Steel,109,0,0.0
468,Water,Ground,60,405,Fire,Fighting,81,0,0.0
460,Fire,Ground,40,580,Grass,Fighting,108,0,0.0
315,Water,Psychic,15,420,Dark,,70,0,0.0
490,Electric,,105,505,Fighting,,45,1,0.49246231155778897
325,Steel,Ghost,28,431,Electric,Fairy,101,0,0.0
405,Water,,58,700,Rock,Dark,71,0,0.0
484,Fire,,65,309,Ghost,Grass,38,1,1.0
220,Grass,,30,420,Steel,Psychic,50,0,0.0
290,Psychic,,45,580,Grass,Fighting,108,0,0.0
405,Grass,,36,580,Water,Fighting,108,0,0.0
350,Fire,,60,540,Dragon,,97,0,0.0
510,Dark,Ice,125,382,Fire,Flying,84,1,1.0
500,Bug,,85,545,Normal,Fairy,50,1,0.31446540880503143
450,Normal,,50,534,Fire,Psychic,104,0,0.0
330,Dark,Fire,65,335,Ghost,Grass,56,0,0.797583081570997
290,Ground,,10,540,Fire,,83,0,0.0
458,Poison,,65,520,Steel,Ghost,60,0,0.0
320,Water,,63,350,Grass,,52,0,0.3137254901960784
465,Electric,Steel,70,499,Fire,Flying,126,0,0.0
440,Normal,,40,580,Grass,Fighting,108,0,0.0
456,Bug,Flying,160,480,Ice,Ghost,110,1,0.3220338983050847
262,Normal,Flying,70,520,Ground,Dragon,100,0,0.0
505,Fire,,100,535,Grass,,50,1,0.6537216828478964
405,Grass,,60,316,Fire,,64,0,0.0
520,Steel,Ghost,60,341,Fairy,,23,1,1.0
262,Normal,Flying,70,350,Rock,Steel,30,0,0.0
520,Water,Psychic,115,560,Water,Dark,105,0,0.0
405,Grass,,36,445,Normal,,50,0,0.0
310,Normal,Flying,75,680,Steel,Dragon,90,0,0.0
300,Rock,Ground,20,475,Bug,Rock,45,0,0.0
200,Water,,80,530,Ice,Ground,80,0,0.0
240,Normal,,60,275,Grass,,35,1,0.46601941747572817
525,Electric,,130,305,Bug,,25,1,1.0
285,Psychic,,45,382,Fire,Flying,84,0,0.0
330,Water,,66,490,Dark,Steel,70,0,0.0
245,Poison,Flying,55,250,Ice,Ground,50,1,0.3288590604026846
405,Fire,Fighting,55,720,Normal,,120,0,0.0
480,Grass,Dark,80,700,Dragon,Ice,95,0,0.0
290,Ground,,10,362,Rock,Dragon,48,0,0.0
485,Ground,Rock,40,464,Grass,Poison,30,0,0.5110642781875658
365,Fire,,83,270,Water,Flying,85,1,1.0
413,Grass,,83,288,Dark,Psychic,45,1,1.0
405,Electric,,40,466,Psychic,,104,0,0.0
405,Ghost,Poison,95,440,Normal,,40,0,0.0
325,Grass,Psychic,40,480,Ice,,80,0,0.0
555,Fire,,95,495,Rock,Water,80,0,0.21893491124260356
330,Ground,,32,370,Dark,Flying,60,0,0.0
320,Water,,55,680,Dragon,Flying,95,0,0.0
555,Fire,,95,210,Fighting,,35,1,1.0
780,Psychic,,140,410,Rock,Ground,51,1,1.0
700,Dragon,Flying,120,600,Psychic,,90,0,0.5384615384615384
518,Psychic,Fairy,80,560,Water,Dark,105,0,0.0
348,Dark,Fighting,48,530,Grass,Fighting,64,0,0.0
380,Steel,Fairy,50,485,Ghost,Dark,35,1,0.6104417670682731
335,Psychic,,30,530,Water,Dark,122,0,0.0
495,Bug,Steel,20,300,Steel,,30,1,1.0
413,Water,,60,425,Psychic,Flying,114,0,0.0
290,Bug,,15,325,Steel,Ghost,28,0,0.0
305,Bug,Poison,45,362,Rock,Dragon,48,0,0.0
310,Psychic,,90,600,Dragon,Flying,100,0,0.0
495,Bug,Poison,145,515,Rock,,25,1,0.32459016393442625
405,Water,,58,405,Electric,,95,0,0.0
500,Normal,,55,525,Ghost,,45,0,0.0
405,Fire,,80,352,Normal,Flying,60,0,0.535006605019815
305,Ice,Psychic,65,264,Normal,Flying,43,1,0.6979405034324943
460,Psychic,Fairy,90,600,Normal,Psychic,90,0,0.0
305,Fire,Ground,35,500,Steel,Psychic,33,0,0.0
530,Water,Steel,60,285,Psychic,,45,1,1.0
535,Water,Ground,60,303,Ground,Ghost,35,1,1.0
540,Water,,81,470,Water,,65,1,0.36486486486486486
285,Bug,Grass,25,635,Water,Ground,70,0,0.0
770,Water,,90,475,Normal,Grass,95,1,1.0
300,Water,,65,495,Fighting,Dark,58,0,0.0
465,Bug,Steel,40,420,Dark,Dragon,58,0,0.0
535,Normal,,90,472,Bug,Electric,108,0,0.0
495,Rock,Water,80,520,Electric,Fire,86,0,0.0
520,Electric,Water,86,348,Fighting,,43,1,1.0
190,Normal,Fairy,20,770,Water,,90,0,0.0
424,Bug,Steel,36,370,Ghost,Fire,55,0,0.0
405,Bug,Grass,30,600,Psychic,,100,0,0.0
490,Normal,,110,350,Grass,,52,1,1.0
345,Ground,Rock,25,305,Water,Dark,65,0,0.0
460,Water,Dark,95,600,Fire,Steel,77,0,0.0
490,Psychic,Flying,97,485,Ice,,105,0,0.0
525,Grass,,95,390,Psychic,,55,1,1.0
305,Fighting,,70,292,Ground,Dark,65,1,0.6762749445676275
405,Grass,Poison,60,540,Normal,,55,0,0.0
320,Grass,Poison,30,580,Fire,,100,0,0.0
580,Steel,,50,520,Steel,,90,0,0.0
300,Rock,Ground,20,450,Fairy,,45,0,0.0
440,Normal,,40,428,Electric,Flying,103,0,0.0
458,Normal,,90,431,Electric,Fairy,101,0,0.0
505,Bug,Rock,5,475,Water,Ground,39,0,0.0
700,Dragon,Psychic,110,330,Ground,,32,1,1.0
488,Dark,Fighting,58,550,Bug,Fire,100,0,0.0
390,Normal,,5,306,Rock,Water,50,0,0.0
329,Poison,,65,370,Ghost,Fire,55,1,0.3077642656688494
330,Water,,66,465,Fighting,,85,0,0.0
505,Poison,Ground,85,498,Water,,101,0,0.0
380,Water,Rock,35,480,Water,Grass,70,0,0.0
318,Grass,Poison,45,275,Poison,,41,0,0.22425952045133993
410,Fire,Rock,30,430,Water,Flying,65,0,0.0
500,Water,,60,490,Poison,Fighting,85,0,0.0
300,Dragon,Ground,42,494,Ghost,Grass,84,0,0.0
300,Dragon,,50,430,Ground,Flying,85,0,0.0
490,Grass,,50,490,Normal,,68,0,0.0
530,Water,,78,400,Bug,,85,1,1.0
253,Normal,,72,325,Steel,Ghost,28,0,0.0
290,Bug,,15,460,Fire,Ground,40,0,0.0
495,Rock,Ground,45,600,Dragon,Ground,95,0,0.0
540,Water,,81,480,Grass,,90,0,0.0
534,Fire,Psychic,104,423,Normal,Ground,78,1,0.5579937304075235
525,Rock,Steel,40,355,Water,Rock,22,1,1.0
299,Fire,,65,600,Rock,Dark,61,0,0.0
480,Fire,,95,500,Fighting,Flying,118,0,0.0
535,Poison,Flying,130,335,Ghost,Grass,46,1,1.0
525,Water,,65,454,Grass,,46,0,0.366364270760642
495,Bug,,145,494,Ghost,Grass,54,0,0.5005055611729019
500,Water,,70,600,Grass,Flying,127,0,0.0
325,Poison,,25,340,Poison,,35,0,0.0
600,Ghost,Poison,130,540,Electric,,95,0,0.5263157894736842
250,Bug,Poison,30,485,Psychic,,40,0,0.0
405,Fire,,80,290,Psychic,,20,1,1.0
460,Psychic,Fairy,90,456,Bug,Flying,160,0,0.0
278,Psychic,Fairy,50,244,Bug,Flying,70,0,0.0
490,Normal,,90,530,Ice,Ground,80,0,0.4803921568627451
510,Electric,,55,450,Grass,,85,0,0.0
325,Poison,,25,494,Poison,Dragon,44,0,0.0
495,Rock,Water,55,600,Dragon,Flying,100,0,0.0
490,Normal,,68,494,Grass,Ice,60,0,0.49796747967479676
405,Ghost,Poison,95,480,Water,,80,0,0.4576271186440678
500,Fire,,105,520,Ghost,Fire,80,0,0.3246753246753247
250,Ice,Ground,50,295,Ghost,,25,0,0.45871559633027525
290,Psychic,,20,330,Water,,44,0,0.0
580,Psychic,,115,306,Rock,Water,50,1,1.0
525,Fire,,65,452,Normal,,112,0,0.0
450,Normal,,50,630,Steel,,50,0,0.0
420,Water,Fairy,50,510,Dark,,105,0,0.0
579,Normal,Flying,121,580,Normal,Fighting,135,0,0.0
310,Psychic,,90,534,Fire,Psychic,104,0,0.0
520,Steel,Ghost,60,680,Fairy,,99,0,0.0
680,Psychic,Flying,110,405,Grass,,57,1,1.0
266,Bug,Ground,40,485,Water,,52,0,0.0
335,Water,Ghost,40,580,Water,Fighting,108,0,0.0
550,Bug,Fire,100,278,Normal,Flying,62,1,1.0
430,Normal,Flying,125,600,Grass,,100,0,0.0
345,Ground,Rock,25,420,Dark,,70,0,0.0
634,Fire,Flying,100,198,Psychic,Fairy,40,1,1.0
540,Electric,,95,545,Normal,Fairy,50,0,0.4976958525345622
630,Fire,Fighting,100,465,Fighting,,85,1,1.0
295,Ghost,,45,482,Dark,Psychic,73,0,0.0
275,Grass,,35,680,Ghost,Dragon,90,0,0.0
415,Normal,,90,295,Grass,,35,1,1.0
405,Psychic,,33,430,Steel,Rock,40,0,0.0
330,Psychic,,60,495,Water,Rock,32,0,0.0
509,Water,Ground,74,380,Bug,Grass,42,1,1.0
460,Psychic,Fairy,90,525,Ice,,65,1,0.467005076142132
510,Steel,Ground,30,260,Bug,Poison,57,1,1.0
251,Normal,Flying,56,325,Poison,,25,0,0.4357638888888889
515,Normal,,60,307,Fire,,60,1,1.0
288,Normal,,48,405,Fire,,80,0,0.0
400,Psychic,,105,470,Psychic,,80,1,0.29850746268656714
490,Grass,Poison,50,525,Fairy,,60,0,0.0
475,Bug,Rock,45,700,Rock,Fairy,110,0,0.0
600,Steel,Psychic,70,520,Electric,Water,86,0,0.0
405,Water,,50,329,Poison,,65,0,0.0
495,Rock,Ground,45,474,Poison,,75,0,0.0
600,Psychic,Grass,100,468,Water,Dark,55,0,0.0
269,Bug,Water,65,380,Bug,Grass,42,0,0.0
405,Grass,,95,475,Water,Ground,39,0,0.7732696897374701
525,Grass,Poison,80,520,Ground,Dragon,100,0,0.0
290,Bug,,15,495,Ghost,,105,0,0.0
330,Dark,,65,313,Grass,,38,1,0.5132192846034215
490,Normal,,110,580,Ice,Flying,85,1,0.45794392523364486
320,Electric,,90,600,Water,,100,0,0.0
250,Water,Fairy,40,680,Ghost,Dragon,90,0,0.0
362,Rock,Ice,46,500,Fighting,Flying,118,0,0.0
325,Grass,Psychic,40,567,Rock,Flying,110,0,0.0
405,Water,,50,471,Ground,Electric,32,1,0.6323185011709602
490,Poison,Fighting,85,465,Fighting,,85,0,0.34507042253521125
413,Normal,,97,348,Dark,Fighting,48,0,0.5427069645203679
253,Normal,,72,470,Fire,,20,0,0.0
420,Dark,,70,535,Grass,,50,0,0.4397905759162304
508,Ground,Steel,88,480,Fire,,95,0,0.0
455,Fighting,,76,488,Normal,Flying,93,0,0.0
495,Bug,Steel,20,362,Rock,Dragon,48,1,1.0
430,Ground,Flying,85,303,Fairy,,42,1,1.0
458,Normal,,90,625,Fighting,Steel,112,0,0.0
314,Water,,43,390,Rock,,20,0,0.6168958742632613
310,Grass,,70,275,Normal,,55,1,0.5299145299145299
405,Fire,Fighting,81,350,Fighting,,65,1,0.5364238410596026
380,Water,Rock,35,313,Psychic,Flying,72,0,0.0
365,Fire,,83,318,Grass,,31,0,0.6965648854961832
370,Ghost,Fire,55,278,Normal,Flying,62,1,1.0
490,Electric,,105,680,Ghost,Dragon,90,0,0.0
440,Normal,,90,355,Psychic,,68,0,0.5534591194968553
500,Ground,,50,295,Ghost,,45,1,1.0
405,Fire,Fighting,55,489,Grass,Steel,20,1,0.8688656476267096
425,Psychic,,65,580,Electric,Flying,101,0,0.0
405,Grass,,36,305,Ice,,40,1,1.0
314,Water,,43,320,Dragon,,57,0,0.0
525,Ground,,47,525,Grass,,95,0,0.0
262,Normal,Flying,70,520,Water,Psychic,115,0,0.0
385,Rock,Ground,70,460,Fire,Ground,40,1,0.6260162601626016
390,Bug,Poison,40,380,Dark,Ghost,50,0,0.0
528,Grass,,113,535,Ice,,79,0,0.4967074317968015
320,Psychic,Flying,70,430,Ground,Flying,85,0,0.0
345,Water,Flying,50,335,Ghost,Grass,51,0,0.0
600,Psychic,Grass,100,300,Normal,,75,1,1.0
299,Fire,,65,458,Normal,,90,0,0.0
330,Normal,,40,480,Grass,Fairy,116,0,0.0
245,Poison,Flying,55,328,Psychic,,42,0,0.0
281,Dark,,66,245,Flying,Dragon,55,1,0.5342205323193916
355,Rock,Water,35,510,Steel,Ground,30,0,0.0
405,Grass,Poison,60,530,Water,Steel,60,0,0.0
465,Bug,Steel,40,316,Fire,,64,1,1.0
340,Grass,Flying,80,510,Steel,Ground,30,0,0.0
355,Rock,Water,35,380,Steel,Fairy,50,0,0.0
483,Psychic,,67,470,Normal,,115,0,0.0
425,Psychic,,65,521,Rock,Dragon,71,0,0.0
495,Rock,Water,55,535,Water,Ground,60,0,0.0
600,Psychic,,90,290,Psychic,,20,1,1.0
670,Normal,,100,700,Rock,Fairy,110,0,0.0
290,Ground,,10,309,Ghost,Grass,38,0,0.0
455,Ice,Psychic,95,530,Grass,Fighting,64,1,0.774468085106383
485,Ghost,Dark,35,494,Ghost,Grass,84,0,0.0
525,Ghost,,45,520,Steel,Ghost,60,0,0.0
375,Rock,,30,600,Psychic,Fire,100,0,0.0
340,Poison,,35,520,Electric,Grass,86,0,0.0
320,Water,,63,304,Ice,,28,0,0.5128205128205128
405,Fighting,,45,475,Bug,Rock,45,0,0.2988929889298893
400,Water,,60,452,Normal,,112,0,0.0
365,Fire,,83,580,Rock,,50,0,0.0
700,Dragon,Psychic,110,521,Rock,Dragon,71,1,1.0
490,Normal,,55,466,Psychic,,104,0,0.0
210,Water,Ground,15,482,Dark,Psychic,73,0,0.0
540,Water,Flying,81,335,Ghost,Grass,46,1,1.0
303,Ghost,,30,530,Water,Dark,122,0,0.0
345,Ground,Rock,25,600,Bug,Flying,105,0,0.0
313,Psychic,Flying,72,307,Fire,,60,1,0.5048387096774194
330,Electric,,100,600,Psychic,,100,0,0.0
270,Normal,Fairy,20,488,Normal,Flying,93,0,0.0
420,Normal,,100,340,Water,Grass,50,0,0.5526315789473685
405,Grass,,95,350,Normal,,85,0,0.5364238410596026
195,Bug,,45,410,Fire,Rock,30,0,0.0
525,Psychic,,110,600,Grass,,100,0,0.4666666666666667
420,Steel,Psychic,50,500,Rock,Water,68,0,0.0
330,Water,,97,515,Rock,,25,0,0.0
299,Fire,,65,405,Fire,Fighting,81,0,0.0
525,Ice,,65,520,Steel,Ghost,60,0,0.3354632587859425
395,Bug,Poison,75,520,Electric,Water,86,0,0.0
440,Normal,,115,700,Dragon,Ice,95,0,0.0
500,Psychic,,120,420,Steel,Psychic,50,0,0.22935779816513763
405,Fire,,80,479,Poison,Dark,84,0,0.0
495,Rock,Ground,45,250,Normal,,75,1,1.0
555,Fire,,95,330,Water,,85,1,1.0
680,Psychic,Flying,110,480,Water,Ghost,60,1,1.0
480,Dark,Ghost,20,405,Electric,,95,0,0.0
315,Water,Psychic,15,270,Water,Flying,85,0,0.0
479,Normal,Flying,101,470,Psychic,,80,1,0.5047418335089568
600,Steel,Psychic,100,275,Electric,,60,1,1.0
330,Water,Electric,67,210,Fighting,,35,1,1.0
530,Grass,,120,213,Bug,,29,1,1.0
540,Normal,,30,224,Bug,,36,1,1.0
410,Fire,Rock,30,475,Water,Ground,39,0,0.0
205,Bug,,15,340,Ground,Dragon,70,0,0.0
770,Ground,Fire,90,465,Fighting,,45,1,1.0
360,Normal,,48,420,Normal,,77,0,0.0
500,Fire,,105,530,Fire,Fighting,80,0,0.32051282051282054
195,Bug,,20,480,Grass,Dark,80,0,0.0
500,Fire,,105,700,Rock,Dark,71,0,0.0
467,Poison,,55,370,Psychic,,30,1,0.5579450418160096
600,Dragon,Psychic,110,528,Fire,Fighting,65,0,0.6944444444444444
440,Normal,,40,260,Bug,Poison,57,1,1.0
300,Rock,Ground,41,335,Normal,Grass,75,0,0.0
483,Fairy,,60,495,Rock,,58,0,0.4938650306748466
300,Normal,,75,423,Normal,Ground,78,0,0.0
490,Grass,Poison,50,700,Dragon,Psychic,110,0,0.0
455,Poison,Flying,90,600,Rock,Dark,61,0,0.0
300,Water,,65,535,Ice,,79,0,0.0
600,Bug,Flying,105,480,Grass,,90,1,0.8333333333333334
630,Steel,,50,528,Fire,Fighting,65,0,0.0
340,Poison,,35,313,Grass,,38,0,0.0
330,Ground,,40,600,Dragon,Psychic,110,0,0.0
410,Rock,,30,250,Normal,,31,1,1.0
220,Normal,,30,480,Grass,Fairy,116,0,0.0
490,Normal,,100,521,Rock,Dragon,71,1,0.3198433420365535
500,Normal,,80,485,Ice,,105,0,0.0
450,Grass,,85,360,Bug,Fire,60,0,0.23809523809523808
600,Psychic,Fire,100,466,Psychic,,104,0,0.0
580,Steel,Fighting,108,500,Rock,Fairy,50,1,0.8226950354609929
510,Electric,,55,300,Ice,,50,1,1.0
600,Bug,Flying,105,410,Dragon,Ground,82,1,1.0
299,Fire,,65,523,Electric,,70,0,0.0
460,Grass,Flying,51,300,Steel,Psychic,23,1,1.0
430,Water,Poison,85,275,Normal,,55,1,1.0
270,Water,Flying,85,700,Dragon,Psychic,110,0,0.0
455,Fighting,,95,420,Normal,,77,0,0.6842105263157895
410,Fire,Rock,30,720,Normal,,120,0,0.0
320,Electric,,90,340,Ground,Dragon,70,0,0.0
618,Psychic,Fighting,110,319,Bug,Electric,65,1,1.0
480,Water,Grass,70,590,Dragon,Fairy,80,0,0.0
498,Water,,101,294,Water,,64,1,1.0
600,Dragon,Psychic,110,535,Ground,Rock,40,1,0.5286343612334802
590,Psychic,,150,400,Grass,Poison,65,1,1.0
610,Steel,Ground,30,384,Water,Ground,69,1,1.0
470,Psychic,Flying,95,520,Electric,Fire,86,0,0.31125827814569534
482,Normal,,115,260,Bug,Poison,57,1,1.0
420,Normal,,77,499,Fire,Flying,126,0,0.0
